player_id,player,club_id,team,season_appearances,season_minutes,season_goals,season_assists,season_yellow_cards,season_second_yellow,season_red_cards
420064,Caio Henrique,610,Ajax,9,590,0,2,0,0,0
355816,Ko Itakura,610,Ajax,0,0,0,0,0,0,0
765743,Dies Janse,610,Ajax,3,140,0,0,0,0,0
468309,Lucas Rosa,610,Ajax,6,462,0,1,2,0,0
701055,Anton Gaaei,610,Ajax,5,438,1,0,2,0,0
987366,Aaron Bouwman,610,Ajax,10,894,0,0,2,0,0
339328,Owen Wijndal,610,Ajax,5,302,1,0,0,0,0
12282,Daley Blind,610,Ajax,4,315,0,0,0,0,0
1009765,Jofre Torrents,610,Ajax,1,8,0,0,0,0,0
187492,Julian Brandt,610,Ajax,8,442,3,0,0,0,0
930571,Oscar Gloukh,610,Ajax,9,556,4,1,0,0,0
287579,Sofyan Amrabat,610,Ajax,1,36,0,0,0,0,0
1105532,Jorthy Mokio,610,Ajax,10,497,1,1,2,0,0
559324,Youri Regeer,610,Ajax,8,579,0,1,2,0,0
598491,Rayane Bounida,610,Ajax,0,0,0,0,0,0,0
182932,Davy Klaassen,610,Ajax,9,619,5,0,2,0,0
1194905,Abdellah Ouazane,610,Ajax,9,377,1,3,1,0,0
1242209,Mohamed Abdalla,610,Ajax,1,1,1,0,0,0,0
748804,Mika Godts,610,Ajax,4,286,1,3,0,0,0
658536,Simon Adingra,610,Ajax,0,0,0,0,0,0,0
668267,Marcos Leonardo,610,Ajax,9,326,2,0,1,0,0
683571,Tolu Arokodare,610,Ajax,7,281,5,2,0,0,0
264372,Viktor Tsygankov,610,Ajax,1,29,0,0,0,0,0
1162160,Maher Carrizo,610,Ajax,2,83,0,0,0,0,0
283196,Kasper Dolberg,610,Ajax,6,355,1,0,0,0,0
374326,Oliver Edvardsen,610,Ajax,6,209,1,1,0,0,0
129554,Steven Berghuis,610,Ajax,9,633,2,5,0,0,0
981693,Don-Angelo Konadu,610,Ajax,1,18,0,0,0,0,0
553282,Tjark Ernst,234,Feyenoord,5,450,0,0,0,0,0
255294,Florian Kastenmeier,234,Feyenoord,0,0,0,0,0,0,0
264176,Liam Bossin,234,Feyenoord,0,0,0,0,0,0,0
746973,Mannou Berger,234,Feyenoord,0,0,0,0,0,0,0
997903,Givairo Read,234,Feyenoord,5,406,0,1,0,0,0
855731,Jordan Bos,234,Feyenoord,0,0,0,0,0,0,0
598791,Tsuyoshi Watanabe,234,Feyenoord,4,311,0,0,0,0,0
617060,Mika Mármol,234,Feyenoord,5,450,0,1,0,0,0
374212,Gijs Smal,234,Feyenoord,0,0,0,0,0,0,0
593862,Thomas Beelen,234,Feyenoord,0,0,0,0,0,0,0
568158,Javi López,234,Feyenoord,2,103,0,0,0,0,0
987370,Thijs Kraaijeveld,234,Feyenoord,4,113,0,0,0,0,0
313094,Jordan Lotomba,234,Feyenoord,2,34,0,1,0,0,0
288253,Jeremiah St. Juste,234,Feyenoord,4,360,0,0,0,0,0
369554,Mats Deijl,234,Feyenoord,1,10,0,0,0,0,0
503640,Neraysho Kasanwirjo,234,Feyenoord,0,0,0,0,0,0,0
257987,Bart Nieuwkoop,234,Feyenoord,0,0,0,0,0,0,0
1016034,Tijme Wessels,234,Feyenoord,1,18,0,0,0,0,0
601495,Luciano Valente,234,Feyenoord,5,446,3,0,0,0,0
667965,Oussama Targhalline,234,Feyenoord,4,178,0,1,1,0,0
593519,Sem Steijn,234,Feyenoord,2,63,0,1,0,0,0
384461,Jakub Moder,234,Feyenoord,0,0,0,0,0,0,0
571149,Gjivai Zechiël,234,Feyenoord,5,440,4,3,1,0,0
569845,Charles Vanhoutte,234,Feyenoord,5,338,0,0,1,0,0
1087982,Tobias van den Elshout,234,Feyenoord,1,10,0,0,0,0,0
917911,Anis Hadj Moussa,234,Feyenoord,4,346,1,1,1,0,0
589128,Ayase Ueda,234,Feyenoord,4,308,3,1,0,0,0
340325,Reiss Nelson,234,Feyenoord,0,0,0,0,0,0,0
867357,Nacho Ferri,234,Feyenoord,4,111,0,1,0,0,0
464598,Casper Tengstedt,234,Feyenoord,0,0,0,0,0,0,0
479649,Gonçalo Borges,234,Feyenoord,1,26,0,0,0,0,0
1353447,Jerayno Schaken,234,Feyenoord,1,31,1,0,0,0,0
1233996,Gaoussou Diarra,234,Feyenoord,5,306,0,1,0,0,0
1242183,Jivayno Zinhagel,234,Feyenoord,1,19,0,0,0,0,0
517811,Shaqueel van Persie,234,Feyenoord,5,73,0,0,0,0,0
704772,Rome-Jayden Owusu-Oduro,1090,AZ,0,0,0,0,0,0,0
426849,Jari De Busser,1090,AZ,6,540,0,0,0,0,0
79045,Jeroen Zoet,1090,AZ,0,0,0,0,0,0,0
116471,Hobie Verhulst,1090,AZ,0,0,0,0,0,0,0
886797,Ismail Ka,1090,AZ,0,0,0,0,0,0,0
646707,Wouter Goes,1090,AZ,6,540,0,1,0,0,0
957241,Elijah Dijkstra,1090,AZ,6,482,1,0,0,0,0
577394,Denso Kasius,1090,AZ,0,0,0,0,0,0,0
315254,Mees de Wit,1090,AZ,4,88,0,0,0,0,0
1066953,Mateo Chávez,1090,AZ,6,452,1,4,1,0,0
733438,Seiya Maikuma,1090,AZ,5,63,0,0,0,0,0
1008564,Billy van Duijl,1090,AZ,1,45,0,0,0,0,0
936294,Rion Ichihara,1090,AZ,1,10,0,0,0,0,0
253765,Wesley Hoedt,1090,AZ,0,0,0,0,0,0,0
886363,Sam de Grand,1090,AZ,0,0,0,0,0,0,0
801031,Lewis Schouten,1090,AZ,6,540,1,0,1,0,0
1058353,Andrea Natali,1090,AZ,0,0,0,0,0,0,0
859035,Kees Smit,1090,AZ,5,326,0,2,1,0,0
361074,Peer Koopmeiners,1090,AZ,6,535,1,1,0,0,0
793099,Stije Resink,1090,AZ,0,0,0,0,0,0,0
724025,Matej Sin,1090,AZ,0,0,0,0,0,0,0
747487,Valdemar Byskov,1090,AZ,1,26,0,1,0,0,0
747017,Dave Kwakman,1090,AZ,6,469,1,1,0,0,0
104223,Jordy Clasie,1090,AZ,3,111,0,0,0,0,0
942065,Julian Oerip,1090,AZ,0,0,0,0,0,0,0
1024701,Hessel de Wit,1090,AZ,1,18,0,0,0,0,0
552655,Troy Parrott,1090,AZ,2,78,0,0,0,0,0
678546,Mexx Meerdink,1090,AZ,6,475,3,1,0,0,0
801886,Isak Jensen,1090,AZ,0,0,0,0,0,0,0
959106,Weslley Patati,1090,AZ,6,340,2,0,1,0,0
409344,Calvin Stengs,1090,AZ,6,200,1,3,0,0,0
800995,Ro-Zangelo Daal,1090,AZ,6,514,5,1,1,0,0
1078350,Ayoub Oufkir,1090,AZ,5,43,2,0,2,0,0
185817,Jizz Hornkamp,1090,AZ,1,45,2,0,0,0,0
1129402,Bendegúz Kovács,1090,AZ,0,0,0,0,0,0,0
926491,Sem van Duijn,1090,AZ,0,0,0,0,0,0,0
990008,Wassim Bouziane,1090,AZ,0,0,0,0,0,0,0
333640,Joël Drommel,317,FC Twente,2,180,0,1,0,0,0
53696,Lars Unnerstall,317,FC Twente,8,750,0,0,0,0,0
25520,Remko Pasveer,317,FC Twente,0,0,0,0,0,0,0
1014172,Yannick Gerritsen,317,FC Twente,0,0,0,0,0,0,0
1189172,Ruud Nijstad,317,FC Twente,8,720,1,0,0,0,0
547499,Bart van Rooij,317,FC Twente,10,877,0,2,0,0,0
761326,Stav Lemkin,317,FC Twente,2,180,0,0,1,0,0
618086,Max Bruns,317,FC Twente,7,485,3,0,0,0,0
202788,Robin Pröpper,317,FC Twente,8,655,1,0,2,0,0
656132,Aske Adelgaard,317,FC Twente,8,591,1,0,1,0,0
964757,Krzysztof Kurowski,317,FC Twente,2,58,0,1,0,0,0
742943,Michal Rosiak,317,FC Twente,0,0,0,0,0,0,0
983553,Guilherme Peixoto,317,FC Twente,3,53,0,0,0,0,0
895089,Juliën Mesbahi,317,FC Twente,0,0,0,0,0,0,0
1274533,Jip Meilink,317,FC Twente,0,0,0,0,0,0,0
416660,Ramiz Zerrouki,317,FC Twente,10,835,1,1,3,0,0
694186,Kristian Hlynsson,317,FC Twente,7,301,0,0,0,0,0
412941,Thomas van den Belt,317,FC Twente,9,346,0,0,1,0,0
528652,Mathias Kjølø,317,FC Twente,5,127,0,0,0,0,0
808578,Daouda Weidmann,317,FC Twente,8,581,2,3,1,0,0
704075,Gijs Besselink,317,FC Twente,0,0,0,0,0,0,0
1024739,Jordy Bawuah,317,FC Twente,0,0,0,0,0,0,0
987360,Benjamin Nagel,317,FC Twente,0,0,0,0,0,0,0
1002305,Sondre Ørjasæter,317,FC Twente,9,662,0,6,1,0,0
591363,Daan Rots,317,FC Twente,9,661,2,1,2,0,0
866328,Younes Taha,317,FC Twente,7,460,2,1,2,0,0
228645,Wout Weghorst,317,FC Twente,9,776,4,3,1,0,0
1045990,Filip Thorvaldsen,317,FC Twente,5,73,0,0,0,0,0
205940,Marko Pjaca,317,FC Twente,9,539,6,2,0,0,0
508639,Naci Ünüvar,317,FC Twente,1,22,0,1,0,0,0
997646,Lucas Vennegoor of Hesselink,317,FC Twente,7,205,1,0,0,0,0
1274531,Nigel Groenewald,317,FC Twente,0,0,0,0,0,0,0
248658,Vasilios Barkas,200,FC Utrecht,4,360,0,0,1,0,0
231650,Michael Brouwer,200,FC Utrecht,1,90,0,0,0,0,0
607133,Kevin Gadellaa,200,FC Utrecht,0,0,0,0,0,0,0
933914,Mees Eppink,200,FC Utrecht,0,0,0,0,0,0,0
314915,Siebe Horemans,200,FC Utrecht,5,388,0,0,1,0,0
570597,Matisse Didden,200,FC Utrecht,3,225,2,0,0,0,0
536477,Arthur Zagré,200,FC Utrecht,5,405,0,0,2,0,0
488755,Jakov Medic,200,FC Utrecht,1,29,0,0,0,0,0
422932,Niklas Vesterlund,200,FC Utrecht,4,326,0,2,0,0,0
482141,Mike Eerdhuijzen,200,FC Utrecht,2,135,0,0,0,0,0
562665,Nikolas Panagiotou,200,FC Utrecht,1,90,0,0,0,0,0
590777,Guus Offerhaus,200,FC Utrecht,5,274,0,0,2,0,0
951398,Neville Ogidi Nwankwo,200,FC Utrecht,3,172,0,0,0,0,0
1041648,Ferdinand Pohl,200,FC Utrecht,2,124,0,0,1,0,0
1132706,Viggo Plantinga,200,FC Utrecht,0,0,0,0,0,0,0
937571,Per Kloosterboer,200,FC Utrecht,2,52,0,0,0,0,0
1081906,Jamie Schuldes,200,FC Utrecht,0,0,0,0,0,0,0
565436,Alonzo Engwanda,200,FC Utrecht,0,0,0,0,0,0,0
340459,Dani de Wit,200,FC Utrecht,5,415,1,0,2,0,0
400548,Victor Jensen,200,FC Utrecht,0,0,0,0,0,0,0
711517,Kevin Paredes,200,FC Utrecht,3,69,0,0,0,0,0
361066,Davy van den Berg,200,FC Utrecht,5,297,0,2,1,0,0
686845,Zidane Iqbal,200,FC Utrecht,2,57,0,0,0,0,0
182582,Joris van Overeem,200,FC Utrecht,1,90,0,0,1,0,0
738475,Oualid Agougil,200,FC Utrecht,0,0,0,0,0,0,0
782476,Yoann Cathline,200,FC Utrecht,5,326,0,2,0,0,0
646739,Ángel Alarcón,200,FC Utrecht,5,387,0,0,0,0,0
1045344,Artem Stepanov,200,FC Utrecht,4,343,4,0,2,0,0
903359,Marius Broholm,200,FC Utrecht,1,29,0,0,0,0,0
875581,Adrian Blake,200,FC Utrecht,5,147,2,1,0,0,0
604813,David Min,200,FC Utrecht,2,79,0,0,0,0,0
723008,Miliano Jonathans,200,FC Utrecht,0,0,0,0,0,0,0
557410,Noah Ohio,200,FC Utrecht,0,0,0,0,0,0,0
1136980,Emmanuel Chigozie Owen,200,FC Utrecht,1,6,0,0,0,0,0
55619,Nordin Amrabat,200,FC Utrecht,0,0,0,0,0,0,0
725816,Bernt Klaverboer,306,Heerenveen,5,450,0,0,0,0,0
276853,Andries Noppert,306,Heerenveen,0,0,0,0,0,0,0
946616,Timo Schreuder,306,Heerenveen,0,0,0,0,0,0,0
869067,Oliver Braude,306,Heerenveen,4,333,1,0,0,0,0
805451,Maas Willemsen,306,Heerenveen,5,450,0,0,0,0,0
562702,Mees Hilgers,306,Heerenveen,0,0,0,0,0,0,0
613781,Vasilios Zagaritis,306,Heerenveen,5,450,0,0,0,0,0
430797,Sam Kersten,306,Heerenveen,5,443,0,1,0,0,0
894050,Nikolai Hopland,306,Heerenveen,1,7,0,0,0,0,0
628042,Hristiyan Petrov,306,Heerenveen,4,51,0,0,0,0,0
1030525,Mats Egbring,306,Heerenveen,1,68,0,0,0,0,0
1052283,Darling Bladi,306,Heerenveen,1,7,0,0,0,0,0
951101,Jimte Scholten,306,Heerenveen,0,0,0,0,0,0,0
577455,Ringo Meerveld,306,Heerenveen,5,367,1,0,0,0,0
899163,Marcus Linday,306,Heerenveen,3,270,0,0,1,0,0
369552,Luuk Brouwers,306,Heerenveen,2,31,0,0,0,0,0
485587,Dirk Proper,306,Heerenveen,5,409,0,1,1,0,0
918365,Levi Smans,306,Heerenveen,3,62,0,1,0,0,0
952414,Nolhan Courtens,306,Heerenveen,3,192,1,0,1,0,0
1196804,Anass Bouziane,306,Heerenveen,0,0,0,0,0,0,0
542684,Jacob Trenskow,306,Heerenveen,5,443,2,1,1,0,0
735700,Maxence Rivera,306,Heerenveen,4,251,1,0,0,0,0
369319,Dylan Vente,306,Heerenveen,5,428,0,2,0,0,0
663153,Marko Farji,306,Heerenveen,0,0,0,0,0,0,0
1096744,Lanroy Machine,306,Heerenveen,3,86,0,0,0,0,0
551085,Luca Oyen,306,Heerenveen,4,130,1,0,1,0,0
342152,Roberts Uldrikis,306,Heerenveen,1,22,0,0,0,0,0
1275103,Kirayno Schaken,306,Heerenveen,0,0,0,0,0,0,0
631049,Gonzalo Crettaz,467,NEC,8,663,0,0,0,0,1
488063,Nikolas Polster,467,NEC,2,175,0,0,0,0,0
953858,Freek Entius,467,NEC,0,0,0,0,0,0,0
986873,Joep Geneste,467,NEC,0,0,0,0,0,0,0
662131,Ahmetcan Kaplan,467,NEC,0,0,0,0,0,0,0
884820,Almugera Kabar,467,NEC,5,184,0,0,1,0,0
340460,Philippe Sandler,467,NEC,4,179,0,0,0,0,0
670715,Gabriel Brás,467,NEC,2,105,0,0,0,0,0
708989,Deveron Fonville,467,NEC,7,593,0,0,0,0,0
715836,Tobias Storm,467,NEC,8,730,0,0,2,0,0
620317,Brayann Pereira,467,NEC,7,454,0,0,3,0,0
418543,Perr Schuurs,467,NEC,3,65,1,1,0,0,0
241477,Thomas Ouwejan,467,NEC,0,0,0,0,0,0,0
104597,Bram Nuytinck,467,NEC,6,266,0,0,0,0,0
1235502,Yassin Moslih,467,NEC,0,0,0,0,0,0,0
526566,Darko Nejasmic,467,NEC,7,545,1,0,0,0,0
926389,Noé Lebreton,467,NEC,9,671,1,0,2,0,0
36139,Dusan Tadic,467,NEC,9,728,0,3,1,0,0
455127,Willum Thór Willumsson,467,NEC,5,168,0,1,1,0,0
251309,Dennis Geiger,467,NEC,2,81,0,0,0,0,0
312493,Vito van Crooij,467,NEC,0,0,0,0,0,0,0
272930,Jamiro Monteiro,467,NEC,7,416,0,0,2,0,0
670116,Isak Hansen-Aarøen,467,NEC,4,197,0,0,1,0,0
76326,Tjaronn Chery,467,NEC,8,671,3,1,0,0,0
775984,Merijn van de Wiel,467,NEC,0,0,0,0,0,0,0
1052803,Sam de Laat,467,NEC,0,0,0,0,0,0,0
953893,Clement Bischoff,467,NEC,9,656,1,1,0,0,0
315283,Kaj Sierhuis,467,NEC,6,200,2,1,1,0,0
763948,Dele Thomas,467,NEC,2,108,0,0,0,0,0
283223,Emre Mor,467,NEC,6,221,1,1,0,0,0
827260,Adam Tahaui,467,NEC,5,278,2,0,0,0,0
82410,Bryan Linssen,467,NEC,8,571,2,0,0,0,0
930985,Kevin Kers,467,NEC,3,50,0,0,0,0,0
387197,Etienne Vaessen,202,FC Groningen,5,450,0,1,1,0,0
406889,Pelle Boevink,202,FC Groningen,0,0,0,0,0,0,0
728516,Lovro Stubljar,202,FC Groningen,0,0,0,0,0,0,0
593163,Rijk Janse,202,FC Groningen,0,0,0,0,0,0,0
1479895,Daan Erdman,202,FC Groningen,0,0,0,0,0,0,0
719209,Thijmen Blokzijl,202,FC Groningen,5,450,0,1,0,0,0
1126894,Malcolm Jeng,202,FC Groningen,0,0,0,0,0,0,0
671735,Jorg Schreuders,202,FC Groningen,5,405,0,2,0,0,0
237244,Marco Rente,202,FC Groningen,2,39,0,0,0,0,0
705121,Márk Csinger,202,FC Groningen,4,263,0,0,2,0,0
913289,Tyrique Mercera,202,FC Groningen,1,19,0,0,0,0,0
671734,Wouter Prins,202,FC Groningen,5,412,0,0,0,0,0
930390,Nikolas Brandis,202,FC Groningen,3,46,0,0,0,0,0
1172424,Elvis van der Laan,202,FC Groningen,4,172,0,0,0,0,0
1052786,Jesper Mosselaar,202,FC Groningen,0,0,0,0,0,0,0
671738,Thom van Bergen,202,FC Groningen,5,450,3,2,0,0,0
816974,Tygo Land,202,FC Groningen,5,411,1,1,0,0,0
653725,Tika de Jonge,202,FC Groningen,5,442,0,0,0,0,0
1053908,Travis Hernes,202,FC Groningen,5,36,0,0,1,0,0
1331451,Alvin Nordin,202,FC Groningen,1,8,0,0,0,0,0
1024694,Jismerai Dillema,202,FC Groningen,0,0,0,0,0,0,0
1174487,Jahelille Hall,202,FC Groningen,0,0,0,0,0,0,0
663237,Jacob Ondrejka,202,FC Groningen,4,82,0,0,1,0,0
671737,David van der Werff,202,FC Groningen,5,419,2,1,1,0,0
464444,Brynjólfur Willumsson,202,FC Groningen,5,352,3,0,0,0,0
297693,Pelle Clement,202,FC Groningen,5,411,0,0,0,0,0
1143430,Ryan Metu,202,FC Groningen,1,9,0,0,0,0,0
232015,Oskar Zawada,202,FC Groningen,2,56,0,0,0,0,0
847498,Nils Eggens,202,FC Groningen,2,18,1,0,0,0,0
155158,Filip Bednarek,468,Sparta Rotterdam,4,360,0,0,0,0,0
796490,Pascal Kuiper,468,Sparta Rotterdam,0,0,0,0,0,0,0
1312813,Duncan Lindhout,468,Sparta Rotterdam,0,0,0,0,0,0,0
1064187,Rik Suur,468,Sparta Rotterdam,0,0,0,0,0,0,0
928592,Marvin Young,468,Sparta Rotterdam,5,439,2,0,0,0,0
1255744,Lushendry Martes,468,Sparta Rotterdam,5,450,0,0,1,0,0
627069,Teo Quintero,468,Sparta Rotterdam,2,16,0,0,0,0,0
891835,Nick Verschuren,468,Sparta Rotterdam,5,275,1,0,0,0,0
187188,Bas Kuipers,468,Sparta Rotterdam,5,450,0,2,1,0,0
393240,Boyd Reith,468,Sparta Rotterdam,0,0,0,0,0,0,0
112052,Bruno Martins Indi,468,Sparta Rotterdam,4,328,0,0,0,0,0
1102425,Giannino Vianello,468,Sparta Rotterdam,0,0,0,0,0,0,0
804775,Max de Ligt,468,Sparta Rotterdam,0,0,0,0,0,0,0
566013,Shunsuke Mito,468,Sparta Rotterdam,5,423,0,2,0,0,0
682568,Cedric Hatenboer,468,Sparta Rotterdam,1,79,0,0,0,0,0
813437,Isaac Babadi,468,Sparta Rotterdam,1,22,1,0,0,0,0
1175048,Robin van Cruijsen,468,Sparta Rotterdam,4,165,1,0,0,0,0
670105,Alwande Roaldsøy,468,Sparta Rotterdam,4,60,0,0,0,0,0
616340,Julian Baas,468,Sparta Rotterdam,4,339,0,1,0,0,0
134999,Jens Toornstra,468,Sparta Rotterdam,4,232,0,0,1,0,0
1024693,Younes Jaber el Meftahi,468,Sparta Rotterdam,0,0,0,0,0,0,0
987672,Andrej Kostić,468,Sparta Rotterdam,1,4,0,0,0,0,0
393239,Mitchell van Bergen,468,Sparta Rotterdam,5,242,0,1,1,0,0
679597,Casper Terho,468,Sparta Rotterdam,5,242,0,0,1,0,0
818445,Milan Zonneveld,468,Sparta Rotterdam,5,237,3,1,0,0,0
381349,Nökkvi Thórisson,468,Sparta Rotterdam,3,209,1,1,0,0,0
760508,Joel Ideho,468,Sparta Rotterdam,3,31,0,1,0,0,0
361082,Jasper Schendelaar,1269,PEC Zwolle,5,450,0,0,0,0,0
729010,Tom de Graaff,1269,PEC Zwolle,0,0,0,0,0,0,0
933570,Duke Verduin,1269,PEC Zwolle,0,0,0,0,0,0,0
1009440,Jan Bürger,1269,PEC Zwolle,0,0,0,0,0,0,0
542858,Simon Graves,1269,PEC Zwolle,5,450,0,0,0,0,0
315211,Sherel Floranus,1269,PEC Zwolle,3,222,0,0,1,0,1
720791,Olivier Aertssen,1269,PEC Zwolle,5,450,0,0,1,0,0
568377,Tijs Velthuis,1269,PEC Zwolle,3,25,0,0,0,0,0
640558,Damian van der Haar,1269,PEC Zwolle,4,219,0,0,0,0,0
93081,Nick Viergever,1269,PEC Zwolle,5,450,1,0,0,0,0
946855,Dylan Ruward,1269,PEC Zwolle,0,0,0,0,0,0,0
1347761,Milan Westerhuis,1269,PEC Zwolle,0,0,0,0,0,0,0
486814,Filip Krastev,1269,PEC Zwolle,0,0,0,0,0,0,0
572051,Tobias Sommer,1269,PEC Zwolle,5,439,0,1,1,0,0
1347762,Jadiel Pereira da Gama,1269,PEC Zwolle,0,0,0,0,0,0,0
441216,Thijs Oosting,1269,PEC Zwolle,5,353,0,1,0,0,0
203357,Ryan Thomas,1269,PEC Zwolle,5,433,0,0,1,0,0
360520,Odysseus Velanas,1269,PEC Zwolle,5,63,0,0,0,0,0
806384,Nick Fichtinger,1269,PEC Zwolle,1,12,0,0,0,0,0
827711,Gabriël Reiziger,1269,PEC Zwolle,4,93,0,0,1,0,0
1146453,Givaro Rahajaän,1269,PEC Zwolle,0,0,0,0,0,0,0
1146470,Gilles van der Wal,1269,PEC Zwolle,0,0,0,0,0,0,0
453121,Koen Kostons,1269,PEC Zwolle,5,447,3,0,2,0,0
422930,Elias Sørensen,1269,PEC Zwolle,5,210,1,0,0,0,0
575693,Ibrahim Cissoko,1269,PEC Zwolle,5,202,1,0,0,0,0
227039,Younes Namli,1269,PEC Zwolle,0,0,0,0,0,0,0
439292,Sydney van Hooijdonk,1269,PEC Zwolle,1,15,0,0,0,0,0
502289,Dylan Mbayo,1269,PEC Zwolle,5,384,0,4,0,0,0
328770,Kjetil Haug,1435,Go Ahead Eagles,5,450,0,0,0,0,0
158104,Nick Marsman,1435,Go Ahead Eagles,0,0,0,0,0,0,0
783017,Nando Verdoni,1435,Go Ahead Eagles,0,0,0,0,0,0,0
1313181,Thomas Hulleman,1435,Go Ahead Eagles,0,0,0,0,0,0,0
326329,Joris Kramer,1435,Go Ahead Eagles,5,450,0,0,1,0,0
529223,Dean James,1435,Go Ahead Eagles,5,412,0,1,1,0,0
332530,Alfons Sampsted,1435,Go Ahead Eagles,5,419,0,1,0,0,0
566930,Julius Dirksen,1435,Go Ahead Eagles,4,331,1,0,2,0,0
741582,Tomas Galvez,1435,Go Ahead Eagles,0,0,0,0,0,0,0
528211,Tino Jukic,1435,Go Ahead Eagles,0,0,0,0,0,0,0
921306,Eus Waayers,1435,Go Ahead Eagles,1,31,0,0,0,0,0
85904,Gerrit Nauber,1435,Go Ahead Eagles,0,0,0,0,0,0,0
805149,Giovanni van Zwam,1435,Go Ahead Eagles,3,119,0,0,0,0,0
624698,Pim Saathof,1435,Go Ahead Eagles,0,0,0,0,0,0,0
1309041,Dani Tijman,1435,Go Ahead Eagles,0,0,0,0,0,0,0
1106645,Terence Lantveld,1435,Go Ahead Eagles,0,0,0,0,0,0,0
426280,Melle Meulensteen,1435,Go Ahead Eagles,4,331,1,1,0,0,0
361112,Evert Linthorst,1435,Go Ahead Eagles,5,440,0,1,0,0,0
265324,Victor Edvardsen,1435,Go Ahead Eagles,5,405,3,2,0,0,0
612758,Calvin Twigt,1435,Go Ahead Eagles,2,25,0,0,0,0,0
1088311,Yassir Salah Rahmouni,1435,Go Ahead Eagles,2,82,0,0,0,0,0
690665,Robbin Weijenberg,1435,Go Ahead Eagles,0,0,0,0,0,0,0
422760,Mathis Suray,1435,Go Ahead Eagles,5,443,2,2,0,0,0
464454,Stefán Ingi Sigurdarson,1435,Go Ahead Eagles,5,216,2,0,0,0,0
541601,Søren Tengstedt,1435,Go Ahead Eagles,5,418,4,2,0,0,0
465326,Richonell Margaret,1435,Go Ahead Eagles,3,48,0,0,0,0,0
893929,Erik Flataker,1435,Go Ahead Eagles,4,213,1,0,0,0,0
486043,Thibo Baeten,1435,Go Ahead Eagles,5,64,0,0,0,0,0
715510,Oskar Sivertsen,1435,Go Ahead Eagles,3,53,0,0,0,0,0
1184614,Ofosu Boakye,1435,Go Ahead Eagles,0,0,0,0,0,0,0
409490,Maxime Delanghe,403,Willem II,1,90,0,0,0,0,0
182891,Thomas Didillon-Hödl,403,Willem II,1,68,0,0,0,0,0
159896,Wouter van der Steen,403,Willem II,1,22,0,0,0,0,0
928390,Karst de Leeuw,403,Willem II,2,180,0,0,0,0,0
1194377,Tygo Kotte,403,Willem II,0,0,0,0,0,0,0
