match_key,date,home_team,away_team,tm_match_available,tm_home_prior_lineup_available,tm_home_prior_starter_count,tm_home_prior_lineup_value_sum_m,tm_home_prior_lineup_value_avg_m,tm_home_prior_lineup_value_top3_m,tm_home_prior_lineup_value_coverage,tm_home_prior_lineup_age,tm_home_prior_lineup_gk_share,tm_home_prior_lineup_def_share,tm_home_prior_lineup_mid_share,tm_home_prior_lineup_att_share,tm_home_prior_lineup_stability,tm_home_prior_players_minutes_per_app,tm_home_prior_players_goals_per90,tm_home_prior_players_assists_per90,tm_home_prior_players_cards_per90,tm_home_prior_players_days_since,tm_home_manager_available,tm_home_manager_changed,tm_home_manager_matches,tm_home_manager_ppg,tm_home_manager_gd_per_match,tm_away_prior_lineup_available,tm_away_prior_starter_count,tm_away_prior_lineup_value_sum_m,tm_away_prior_lineup_value_avg_m,tm_away_prior_lineup_value_top3_m,tm_away_prior_lineup_value_coverage,tm_away_prior_lineup_age,tm_away_prior_lineup_gk_share,tm_away_prior_lineup_def_share,tm_away_prior_lineup_mid_share,tm_away_prior_lineup_att_share,tm_away_prior_lineup_stability,tm_away_prior_players_minutes_per_app,tm_away_prior_players_goals_per90,tm_away_prior_players_assists_per90,tm_away_prior_players_cards_per90,tm_away_prior_players_days_since,tm_away_manager_available,tm_away_manager_changed,tm_away_manager_matches,tm_away_manager_ppg,tm_away_manager_gd_per_match,tm_diff_manager_available,tm_diff_manager_changed,tm_diff_manager_gd_per_match,tm_diff_manager_matches,tm_diff_manager_ppg,tm_diff_prior_lineup_age,tm_diff_prior_lineup_att_share,tm_diff_prior_lineup_available,tm_diff_prior_lineup_def_share,tm_diff_prior_lineup_gk_share,tm_diff_prior_lineup_mid_share,tm_diff_prior_lineup_stability,tm_diff_prior_lineup_value_avg_m,tm_diff_prior_lineup_value_coverage,tm_diff_prior_lineup_value_sum_m,tm_diff_prior_lineup_value_top3_m,tm_diff_prior_players_assists_per90,tm_diff_prior_players_cards_per90,tm_diff_prior_players_days_since,tm_diff_prior_players_goals_per90,tm_diff_prior_players_minutes_per_app,tm_diff_prior_starter_count
2019-08-10|willem ii|vitesse,2019-08-10,Willem II,Vitesse,1.0,1.0,11.0,9.15,0.8318181818181818,3.75,1.0,24.828324310870514,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.36363636363636365,78.49090909090908,0.10978029573201326,0.18600515311448804,0.07625739304206211,8.0,1.0,0.0,35.0,1.3428571428571427,-0.34285714285714286,1.0,11.0,17.75,1.6136363636363635,8.5,1.0,25.9956443282932,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.5454545454545454,75.93181818181819,0.16696174210001175,0.1922687204320975,0.17324849757647318,7.0,1.0,0.0,35.0,1.542857142857143,0.5428571428571428,0.0,0.0,-0.8857142857142857,0.0,-0.20000000000000018,-1.1673200174226857,0.0,0.0,0.0,0.0,0.0,-0.18181818181818177,-0.7818181818181817,0.0,-8.6,-4.75,-0.006263567317609464,-0.09699110453441107,1.0,-0.05718144636799849,2.559090909090898,0.0
2019-08-10|fc utrecht|pec zwolle,2019-08-10,FC Utrecht,PEC Zwolle,1.0,1.0,11.0,21.95,1.9954545454545454,10.5,1.0,24.62348329288781,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.5454545454545454,81.10000000000001,0.11000603010784334,0.12004861045680934,0.11627491334960091,6.0,1.0,0.0,1.0,3.0,2.0,1.0,11.0,7.9,0.7181818181818183,2.75,1.0,25.582726650488453,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.5454545454545454,71.58181818181818,0.12520028649060908,0.053889269396465565,0.056972933045853005,8.0,1.0,0.0,1.0,0.0,-2.0,0.0,0.0,4.0,0.0,3.0,-0.9592433576006449,0.0,0.0,0.0,0.0,0.0,0.0,1.2772727272727271,0.0,14.049999999999999,7.75,0.06615934106034377,0.059301980303747906,-2.0,-0.015194256382765739,9.51818181818183,0.0
2019-08-11|psv|ado den haag,2019-08-11,PSV,ADO Den Haag,1.0,1.0,11.0,118.75,10.795454545454545,63.0,1.0,24.34820484101798,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.7272727272727273,75.03636363636362,0.15715343113687996,0.1086625801045315,0.11900210200528556,3.4545454545454546,1.0,0.0,35.0,2.4,2.057142857142857,1.0,11.0,8.375,0.7613636363636364,4.0,1.0,27.72397486155186,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.7272727272727273,71.87272727272727,0.23627147078153674,0.09032781805598966,0.11483030871880247,7.0,1.0,0.0,82.0,1.3780487804878048,-0.1951219512195122,0.0,0.0,2.2522648083623693,-47.0,1.0219512195121951,-3.375770020533878,0.0,0.0,0.0,0.0,0.0,0.0,10.034090909090908,0.0,110.375,59.0,0.01833476204854184,0.004171793286483094,-3.5454545454545454,-0.07911803964465677,3.1636363636363427,0.0
2019-08-11|fortuna sittard|heracles,2019-08-11,Fortuna Sittard,Heracles,1.0,1.0,11.0,8.675,0.7886363636363637,4.75,1.0,23.339182378196753,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.36363636363636365,74.44545454545455,0.03849828217261564,0.03689418955418586,0.13039251401581017,7.0,1.0,0.0,1.0,0.0,-4.0,1.0,11.0,8.775,0.7977272727272727,4.0,1.0,23.821293012258103,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.36363636363636365,74.0090909090909,0.10356917908880958,0.0992987071021486,0.15668146936139274,7.0,1.0,0.0,35.0,1.3714285714285714,-0.3142857142857143,0.0,0.0,-3.685714285714286,-34.0,-1.3714285714285714,-0.4821106340613497,-0.09090909090909088,0.0,0.0,0.0,0.09090909090909094,0.0,-0.009090909090909038,0.0,-0.09999999999999964,0.75,-0.06240451754796274,-0.026288955345582565,0.0,-0.06507089691619394,0.4363636363636516,0.0
2019-08-11|heerenveen|feyenoord,2019-08-11,Heerenveen,Feyenoord,1.0,1.0,11.0,11.75,1.0681818181818181,6.3,1.0,23.370045423433513,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.36363636363636365,68.2974025974026,0.1409155271464631,0.17704730231218083,0.17855520347596432,7.0,1.0,0.0,7.0,1.2857142857142858,0.2857142857142857,1.0,11.0,41.5,3.772727272727273,25.5,1.0,25.516520440545083,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.45454545454545453,66.19292929292929,0.17334790240955417,0.13983892213058266,0.1478856930945414,3.1818181818181817,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2857142857142857,6.0,0.2857142857142858,-2.1464750171115696,0.0,0.0,0.0,0.0,0.0,-0.09090909090909088,-2.704545454545455,0.0,-29.75,-19.2,0.037208380181598166,0.030669510381422932,3.8181818181818183,-0.03243237526309106,2.104473304473302,0.0
2019-08-11|waalwijk|az,2019-08-11,Waalwijk,AZ,1.0,1.0,11.0,4.15,0.3772727272727273,1.55,1.0,25.340551303590317,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.0,61.81818181818182,0.07866965698291,0.03466872110939907,0.23059190210414754,8.0,1.0,0.0,1.0,0.0,-2.0,1.0,11.0,34.0,3.090909090909091,17.0,1.0,24.049281314168375,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.7272727272727273,72.8060606060606,0.1764948160176296,0.09761378764644178,0.17958857121126204,3.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,-6.0,0.0,-3.0,1.2912699894219415,0.0,0.0,0.0,0.0,0.0,-0.7272727272727273,-2.7136363636363634,0.0,-29.85,-15.45,-0.06294506653704271,0.0510033308928855,5.0,-0.0978251590347196,-10.987878787878778,0.0
2019-08-16|vitesse|pec zwolle,2019-08-16,Vitesse,PEC Zwolle,1.0,1.0,11.0,16.5,1.5,8.0,1.0,25.88339244602078,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.9090909090909091,73.9,0.20271887808777153,0.23483351096334124,0.15356153629665814,6.0,1.0,0.0,36.0,1.5833333333333333,0.5833333333333334,1.0,11.0,7.45,0.745,2.75,0.9090909090909091,23.97884388028125,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.7272727272727273,74.45454545454547,0.10949609956830174,0.028748180074581565,0.13223323018360592,6.0,1.0,0.0,2.0,0.0,-2.0,0.0,0.0,2.5833333333333335,34.0,1.5833333333333333,1.9045485657395282,0.09090909090909094,0.0,0.0,0.0,-0.09090909090909088,0.18181818181818177,0.755,0.09090909090909094,9.05,5.25,0.20608533088875966,0.021328306113052226,0.0,0.09322277851946979,-0.5545454545454618,0.0
2019-08-17|vvv venlo|ajax,2019-08-17,VVV Venlo,Ajax,1.0,1.0,11.0,5.5,0.5,2.2,1.0,26.32144857196192,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,76.28282828282828,0.13861475705257134,0.08821008294692505,0.13391413781024172,8.0,1.0,0.0,2.0,1.5,-0.5,1.0,11.0,281.5,25.59090909090909,125.0,1.0,25.078215419077843,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,79.72727272727273,0.20329774805219947,0.19087244945870152,0.15901120927347892,4.0,1.0,0.0,52.0,2.4615384615384617,2.1346153846153846,0.0,0.0,-2.6346153846153846,-50.0,-0.9615384615384617,1.243233152884077,0.0,0.0,0.0,0.0,0.0,0.09090909090909083,-25.09090909090909,0.0,-276.0,-122.8,-0.10266236651177647,-0.025097071463237197,4.0,-0.06468299099962813,-3.444444444444457,0.0
2019-08-17|ado den haag|sparta rotterdam,2019-08-17,ADO Den Haag,Sparta Rotterdam,1.0,1.0,11.0,8.1,0.7363636363636363,4.0,1.0,27.411610976292703,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,66.75454545454545,0.19955965274340645,0.07779348195931811,0.13112280493814316,6.0,1.0,0.0,83.0,1.3614457831325302,-0.21686746987951808,1.0,11.0,6.9,0.6272727272727273,3.55,1.0,24.855453923215734,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,78.23333333333333,0.15890026162449525,0.1547476279072056,0.09660651287571173,8.0,1.0,0.0,2.0,2.0,1.5,0.0,0.0,-1.716867469879518,81.0,-0.6385542168674698,2.5561570530769693,0.0,0.0,0.0,0.0,0.0,-0.18181818181818177,0.10909090909090902,0.0,1.1999999999999993,0.4500000000000002,-0.07695414594788748,0.034516292062431425,-2.0,0.0406593911189112,-11.478787878787884,0.0
2019-08-17|fc emmen|heerenveen,2019-08-17,FC Emmen,Heerenveen,1.0,1.0,11.0,5.6,0.5090909090909091,2.35,1.0,25.747993279820797,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,81.04545454545455,0.05062106004606519,0.07414408561154255,0.19369583995310788,7.0,1.0,0.0,36.0,1.0555555555555556,-1.0277777777777777,1.0,11.0,12.25,1.1136363636363635,6.8,1.0,22.697529711903428,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,67.375,0.2069599198216344,0.18757944604914878,0.13878827102035263,6.0,1.0,0.0,8.0,1.25,0.25,0.0,0.0,-1.2777777777777777,28.0,-0.19444444444444442,3.050463567917369,0.0,0.0,0.0,0.0,0.0,0.09090909090909094,-0.6045454545454544,0.0,-6.65,-4.449999999999999,-0.11343536043760623,0.05490756893275525,1.0,-0.15633885977556922,13.670454545454547,0.0
2019-08-17|fc twente|waalwijk,2019-08-17,FC Twente,Waalwijk,1.0,1.0,11.0,6.525,0.5931818181818183,3.55,1.0,24.615518636052517,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,81.19090909090909,0.18601342728460277,0.05766697071044897,0.09850717087784147,7.0,1.0,0.0,2.0,2.0,1.0,1.0,11.0,4.15,0.3772727272727273,1.55,1.0,25.35697840831311,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,62.23535353535353,0.06063213894539196,0.029116790682626983,0.32882183212058863,6.0,1.0,0.0,2.0,0.0,-2.0,0.0,0.0,3.0,0.0,2.0,-0.741459772260594,0.0,0.0,0.0,0.0,0.0,0.0,0.21590909090909094,0.0,2.375,1.9999999999999998,0.028550180027821986,-0.23031466124274716,1.0,0.1253812883392108,18.955555555555556,0.0
2019-08-18|heracles|psv,2019-08-18,Heracles,PSV,1.0,1.0,11.0,9.65,0.8772727272727273,5.0,1.0,23.457656648621743,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.6363636363636364,71.07272727272726,0.14461884292928415,0.12608151230700992,0.19194651859660708,7.0,1.0,0.0,36.0,1.3611111111111112,-0.3055555555555556,1.0,11.0,154.5,14.045454545454545,90.0,1.0,23.97685271607243,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.8181818181818182,82.16363636363636,0.13734005363986368,0.1421100205774229,0.10703404159964264,3.3636363636363638,1.0,0.0,36.0,2.4166666666666665,2.0555555555555554,0.0,0.0,-2.3611111111111107,0.0,-1.0555555555555554,-0.5191960674506859,-0.09090909090909094,0.0,0.0,0.0,0.09090909090909088,-0.18181818181818188,-13.168181818181818,0.0,-144.85,-85.0,-0.016028508270412967,0.08491247699696444,3.6363636363636362,0.0072787892894204675,-11.090909090909093,0.0
2019-08-18|fortuna sittard|willem ii,2019-08-18,Fortuna Sittard,Willem II,1.0,1.0,11.0,8.675,0.7886363636363637,4.75,1.0,23.358347333706675,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.18181818181818182,1.0,76.39696969696969,0.047375851734494503,0.009361348034116913,0.1299625983055636,7.0,1.0,0.0,2.0,0.5,-2.0,1.0,11.0,9.15,0.8318181818181818,3.75,1.0,25.054072553045863,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,77.02727272727273,0.0668553762394525,0.11935169848370303,0.13474000378354672,8.0,1.0,0.0,36.0,1.3055555555555556,-0.3888888888888889,0.0,0.0,-1.6111111111111112,-34.0,-0.8055555555555556,-1.695725219339188,-0.09090909090909088,0.0,0.0,0.0,0.09090909090909094,0.09090909090909094,-0.0431818181818181,0.0,-0.47499999999999964,1.0,-0.10999035044958612,-0.004777405477983138,-1.0,-0.01947952450495799,-0.6303030303030397,0.0
2019-08-18|feyenoord|fc utrecht,2019-08-18,Feyenoord,FC Utrecht,1.0,1.0,11.0,43.0,3.909090909090909,25.0,1.0,25.736295190093962,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.7272727272727273,72.05194805194805,0.1505029920356782,0.11371928590989092,0.13101377263908753,3.727272727272727,1.0,0.0,2.0,1.0,0.0,1.0,11.0,25.35,2.3045454545454547,10.5,1.0,24.163275465123515,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.7272727272727273,80.22424242424242,0.15674275773310928,0.07828523265965835,0.14490329327796012,8.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,-2.0,0.0,-2.0,1.5730197249704467,0.0,0.0,0.0,0.0,0.0,0.0,1.6045454545454545,0.0,17.65,14.5,0.035434053250232564,-0.013889520638872582,-4.272727272727273,-0.006239765697431066,-8.172294372294374,0.0
2019-08-18|az|fc groningen,2019-08-18,AZ,FC Groningen,1.0,1.0,11.0,37.75,3.4318181818181817,17.0,1.0,24.733246219899193,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,79.74545454545455,0.14558536492174048,0.15325282444587557,0.1267802948331862,3.0,1.0,0.0,2.0,3.0,3.0,1.0,11.0,18.7,1.7,13.25,1.0,22.911579864351935,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.18181818181818182,1.0,78.43636363636364,0.04791527055045583,0.09921383778229206,0.26167699311245546,8.0,1.0,0.0,36.0,1.3333333333333333,-0.08333333333333333,0.0,0.0,3.0833333333333335,-34.0,1.6666666666666667,1.8216663555472579,0.09090909090909088,0.0,0.0,0.0,-0.09090909090909094,-0.09090909090909094,1.7318181818181817,0.0,19.05,3.75,0.054038986663583505,-0.13489669827926926,-5.0,0.09767009437128465,1.3090909090909122,0.0
2019-08-24|willem ii|fc emmen,2019-08-24,Willem II,FC Emmen,1.0,1.0,11.0,9.15,0.8318181818181818,3.75,1.0,24.86665422189036,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,78.41818181818181,0.09190915372029988,0.10217364333712978,0.10879722456016577,6.0,1.0,0.0,37.0,1.3513513513513513,-0.35135135135135137,1.0,11.0,5.6,0.5090909090909091,2.35,1.0,25.767158235330715,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,81.23636363636363,0.07419362846022205,0.0799877312335848,0.163810650012495,7.0,1.0,0.0,37.0,1.1081081081081081,-0.9459459459459459,0.0,0.0,0.5945945945945945,0.0,0.2432432432432432,-0.9005040134403544,0.0,0.0,0.0,0.0,0.0,-0.09090909090909094,0.32272727272727264,0.0,3.5500000000000007,1.4,0.02218591210354498,-0.055013425452329234,-1.0,0.01771552526007783,-2.8181818181818272,0.0
2019-08-24|heracles|vitesse,2019-08-24,Heracles,Vitesse,1.0,1.0,11.0,8.5,0.7727272727272727,4.25,1.0,22.89515275962915,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,68.75757575757576,0.11409536663743934,0.09334730247814728,0.16918532875865144,6.0,1.0,0.0,37.0,1.3243243243243243,-0.35135135135135137,1.0,11.0,17.5,1.5909090909090908,8.5,1.0,25.313919482297305,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.9090909090909091,74.92121212121214,0.24544573352191382,0.24161187045663837,0.16649448081822865,8.0,1.0,0.0,37.0,1.6216216216216217,0.6486486486486487,0.0,0.0,-1.0,0.0,-0.29729729729729737,-2.418766722668156,-0.09090909090909094,0.0,0.0,0.0,0.09090909090909088,-0.09090909090909083,-0.8181818181818181,0.0,-9.0,-4.25,-0.14826456797849108,0.0026908479404227914,-2.0,-0.1313503668844745,-6.163636363636371,0.0
2019-08-24|heerenveen|fc twente,2019-08-24,Heerenveen,FC Twente,1.0,1.0,11.0,12.25,1.1136363636363635,6.8,1.0,22.716694667413353,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,70.64040404040405,0.15690402572062165,0.1545265642229676,0.09085245771476455,7.0,1.0,0.0,9.0,1.1111111111111112,0.0,1.0,11.0,7.775,0.7068181818181818,4.75,1.0,23.236637421442353,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,78.35757575757576,0.16333288555729208,0.0629802516360274,0.15375267074181362,7.0,1.0,0.0,3.0,1.6666666666666667,0.6666666666666666,0.0,0.0,-0.6666666666666666,6.0,-0.5555555555555556,-0.5199427540289996,0.0,0.0,0.0,0.0,0.0,0.18181818181818177,0.40681818181818175,0.0,4.475,2.05,0.0915463125869402,-0.06290021302704907,0.0,-0.006428859836670436,-7.717171717171709,0.0
2019-08-25|waalwijk|ado den haag,2019-08-25,Waalwijk,ADO Den Haag,1.0,1.0,11.0,3.225,0.29318181818181815,1.45,1.0,25.922717939145038,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.7272727272727273,66.9590909090909,0.11575673509638343,0.09728610788487164,0.22128781433649786,8.0,1.0,0.0,3.0,0.3333333333333333,-1.3333333333333333,1.0,11.0,8.375,0.7613636363636364,4.0,1.0,27.76230477257171,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,75.56363636363636,0.23836642141196435,0.09188403810967499,0.10756468589980207,8.0,1.0,0.0,84.0,1.3452380952380953,-0.2261904761904762,0.0,0.0,-1.107142857142857,-81.0,-1.011904761904762,-1.8395868334266723,0.0,0.0,0.0,0.0,0.0,-0.09090909090909094,-0.4681818181818182,0.0,-5.15,-2.55,0.005402069775196652,0.11372312843669578,0.0,-0.12260968631558092,-8.604545454545459,0.0
2019-08-25|pec zwolle|sparta rotterdam,2019-08-25,PEC Zwolle,Sparta Rotterdam,1.0,1.0,11.0,8.5,0.7727272727272727,2.8,1.0,24.831062161657645,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,73.65454545454546,0.07977581984802201,0.03899992949397166,0.12988696940020286,9.0,1.0,0.0,3.0,0.0,-2.3333333333333335,1.0,11.0,6.9,0.6272727272727273,3.55,1.0,24.87735672951279,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,78.89999999999999,0.14450996831910295,0.2053046314322633,0.12282236562785954,8.0,1.0,0.0,3.0,2.3333333333333335,1.3333333333333333,0.0,0.0,-3.666666666666667,0.0,-2.3333333333333335,-0.04629456785514563,0.0,0.0,0.0,0.0,0.0,-0.18181818181818177,0.1454545454545454,0.0,1.5999999999999996,-0.75,-0.16630470193829164,0.007064603772343317,1.0,-0.06473414847108094,-5.245454545454535,0.0
2019-08-25|fc utrecht|vvv venlo,2019-08-25,FC Utrecht,VVV Venlo,1.0,1.0,11.0,22.5,2.0454545454545454,10.5,1.0,24.51869827639848,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,79.25454545454544,0.13337615899147293,0.09839506520122554,0.1353707677693053,7.0,1.0,0.0,3.0,2.3333333333333335,1.3333333333333333,1.0,11.0,6.5,0.5909090909090909,3.1,1.0,25.94312737228548,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,73.35757575757576,0.08929000151014609,0.09166741695567486,0.132962184214211,8.0,1.0,0.0,3.0,1.0,-1.3333333333333333,0.0,0.0,2.6666666666666665,0.0,1.3333333333333335,-1.4244290958869996,0.0,0.0,0.0,0.0,0.0,0.0,1.4545454545454546,0.0,16.0,7.4,0.00672764824555068,0.0024085835550942958,-1.0,0.04408615748132684,5.896969696969677,0.0
2019-08-30|fc emmen|pec zwolle,2019-08-30,FC Emmen,PEC Zwolle,1.0,1.0,11.0,5.75,0.5227272727272727,2.35,1.0,25.05805488146351,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.9090909090909091,83.25909090909092,0.08645772635368573,0.11181063431528933,0.19260882427256903,6.0,1.0,0.0,38.0,1.0789473684210527,-0.9473684210526315,1.0,11.0,7.85,0.785,2.8,0.9090909090909091,23.510671395681666,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,73.00454545454546,0.09682649476672624,0.06643982235239294,0.1887186799823377,5.0,1.0,0.0,4.0,0.25,-1.75,0.0,0.0,0.8026315789473685,34.0,0.8289473684210527,1.5473834857818431,0.0,0.0,0.0,0.0,0.0,0.09090909090909083,-0.2622727272727273,0.09090909090909094,-2.0999999999999996,-0.44999999999999973,0.045370811962896385,0.0038901442902313232,1.0,-0.010368768413040505,10.25454545454545,0.0
2019-08-31|heerenveen|fortuna sittard,2019-08-31,Heerenveen,Fortuna Sittard,1.0,1.0,11.0,12.25,1.1136363636363635,6.8,1.0,22.73585962292328,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,72.67272727272729,0.1320674454458061,0.13744932451603134,0.08990903740893025,7.0,1.0,0.0,10.0,1.1,0.0,1.0,11.0,8.75,0.7954545454545454,4.75,1.0,23.654533009769146,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.8181818181818182,70.98333333333333,0.10770382697210829,0.053597760996038364,0.26015928092551105,13.0,1.0,0.0,3.0,0.3333333333333333,-1.6666666666666667,0.0,0.0,1.6666666666666667,7.0,0.7666666666666668,-0.9186733868458674,0.09090909090909088,0.0,0.0,0.0,-0.09090909090909094,0.18181818181818177,0.3181818181818181,0.0,3.5,2.05,0.08385156351999298,-0.1702502435165808,-6.0,0.024363618473697807,1.6893939393939519,0.0
2019-08-31|fc groningen|heracles,2019-08-31,FC Groningen,Heracles,1.0,1.0,11.0,8.25,0.75,4.25,1.0,23.38099682658204,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.8181818181818182,76.52727272727272,0.02559085848388209,0.05118192704598948,0.2573880171434684,13.0,1.0,0.0,37.0,1.3243243243243243,-0.08108108108108109,1.0,11.0,8.4,0.7636363636363637,4.25,1.0,23.102233837346773,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,71.0064935064935,0.1395184835166544,0.06835263051426349,0.18501241061460025,7.0,1.0,0.0,38.0,1.3157894736842106,-0.34210526315789475,0.0,0.0,0.26102418207681366,-1.0,0.008534850640113723,0.2787629892352683,-0.09090909090909088,0.0,0.0,0.0,0.09090909090909094,0.0,-0.013636363636363669,0.0,-0.15000000000000036,0.0,-0.017170703468274012,0.07237560652886812,6.0,-0.11392762503277232,5.520779220779218,0.0
2019-08-31|ado den haag|vvv venlo,2019-08-31,ADO Den Haag,VVV Venlo,1.0,1.0,11.0,6.475,0.5886363636363636,2.85,1.0,27.878538983261784,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.7272727272727273,74.51818181818182,0.18943812668774884,0.12061837677736681,0.07218045222824783,6.0,1.0,0.0,85.0,1.3647058823529412,-0.18823529411764706,1.0,11.0,6.8,0.6181818181818183,3.15,1.0,27.37552112500778,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.8181818181818182,78.52272727272728,0.10652765705352465,0.08325416899502956,0.1858915405576167,6.0,1.0,0.0,4.0,1.5,-0.75,0.0,0.0,0.5617647058823529,81.0,-0.1352941176470588,0.5030178582540046,0.0,0.0,0.0,0.0,0.0,-0.09090909090909094,-0.029545454545454652,0.0,-0.3250000000000002,-0.2999999999999998,0.03736420778233725,-0.11371108832936887,0.0,0.08291046963422419,-4.004545454545465,0.0
2019-09-01|waalwijk|psv,2019-09-01,Waalwijk,PSV,1.0,1.0,11.0,3.225,0.29318181818181815,1.45,1.0,25.941882894654967,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,69.51363636363637,0.09828123124477085,0.0706289257991267,0.17434804922976205,7.0,1.0,0.0,4.0,0.25,-1.75,1.0,11.0,115.5,10.5,63.0,1.0,23.00840022400597,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.8181818181818182,80.73636363636363,0.16884733819184736,0.14337466561219425,0.16199494365078737,4.636363636363637,1.0,0.0,37.0,2.4324324324324325,2.054054054054054,0.0,0.0,-3.804054054054054,-33.0,-2.1824324324324325,2.9334826706489956,-0.09090909090909094,0.0,0.0,0.0,0.09090909090909088,0.18181818181818177,-10.206818181818182,0.0,-112.275,-61.55,-0.07274573981306755,0.012353105578974677,2.3636363636363633,-0.0705661069470765,-11.222727272727269,0.0
2019-09-01|fc twente|fc utrecht,2019-09-01,FC Twente,FC Utrecht,1.0,1.0,11.0,7.775,0.7068181818181818,4.75,1.0,23.25854022773941,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,79.14805194805196,0.1338725961980896,0.04900472774813161,0.12896637478442322,8.0,1.0,0.0,4.0,1.5,0.5,1.0,11.0,22.5,2.0454545454545454,10.5,1.0,24.537863231908407,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,1.0,78.87272727272726,0.12372176783306964,0.098623896570869,0.09336303163137472,7.0,1.0,0.0,4.0,1.75,0.75,0.0,0.0,-0.25,0.0,-0.25,-1.2793230041689974,0.0,0.0,0.0,0.0,0.0,0.0,-1.3386363636363636,0.0,-14.725,-5.75,-0.04961916882273738,0.0356033431530485,1.0,0.010150828365019973,0.27532467532469695,0.0
